Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,year,month,Day,flight_time,Duration(sec)
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,14:25 16 May,18h,1,No info,11467,2019,5,15,evening,64800
Air Asia,15/05/2019,Kolkata,Banglore,CCU → BLR,22:50,01:20 16 May,2h 30m,0,No info,4107,2019,5,15,evening,9000
Air India,15/05/2019,Delhi,Cochin,DEL → BLR → COK,20:30,23:00 16 May,26h 30m,1,No info,8907,2019,5,15,evening,95400
IndiGo,15/05/2019,Delhi,Cochin,DEL → HYD → COK,05:05,16:10,11h 5m,1,No info,6818,2019,5,15,mid_night,39900
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,18:15 16 May,25h 45m,1,In-flight meal not included,10844,2019,5,15,afternoon,92700
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,20:45,12h 20m,1,No info,14781,2019,5,15,morning,44400
SpiceJet,15/05/2019,Kolkata,Banglore,CCU → IXB → BLR,11:15,18:30,7h 15m,1,No info,8844,2019,5,15,morning,26100
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,10:20,19:15,8h 55m,1,No info,8266,2019,5,15,morning,32100
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,08:45,19:00,10h 15m,1,No info,9794,2019,5,15,morning,36900
Jet Airways,15/05/2019,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,0,No info,7229,2019,5,15,morning,10800
Air Asia,15/05/2019,Banglore,Delhi,BLR → DEL,11:10,13:55,2h 45m,0,No info,3383,2019,5,15,morning,9900
Air India,15/05/2019,Delhi,Cochin,DEL → HYD → MAA → COK,17:15,09:25 16 May,16h 10m,2,No info,8839,2019,5,15,afternoon,58200
IndiGo,15/05/2019,Mumbai,Hyderabad,BOM → HYD,21:20,22:50,1h 30m,0,No info,2227,2019,5,15,evening,5400
Air Asia,15/05/2019,Banglore,Delhi,BLR → DEL,23:55,02:45 16 May,2h 50m,0,No info,3383,2019,5,15,evening,10200
SpiceJet,15/05/2019,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,0,No check-in baggage included,4319,2019,5,15,morning,10200
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,20:45,6h 40m,1,No info,14781,2019,5,15,afternoon,24000
IndiGo,15/05/2019,Delhi,Cochin,DEL → MAA → COK,07:15,12:30,5h 15m,1,No info,5636,2019,5,15,morning,18900
SpiceJet,15/05/2019,Kolkata,Banglore,CCU → IXB → BLR,15:55,21:25,5h 30m,1,No info,7804,2019,5,15,afternoon,19800
IndiGo,15/05/2019,Kolkata,Banglore,CCU → BLR,17:15,19:50,2h 35m,0,No info,4804,2019,5,15,afternoon,9300
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,12:00 16 May,19h 30m,1,No info,14781,2019,5,15,afternoon,70200
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,14:25 16 May,18h,1,In-flight meal not included,9314,2019,5,15,evening,64800
IndiGo,15/05/2019,Banglore,Delhi,BLR → DEL,07:10,10:05,2h 55m,0,No info,4823,2019,5,15,morning,10500
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,08:15 16 May,12h 15m,1,No info,13941,2019,5,15,evening,44100
Air India,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:30,20:25 16 May,23h 55m,1,No info,10203,2019,5,15,evening,86100
IndiGo,15/05/2019,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,0,No info,3943,2019,5,15,morning,10200
Air India,15/05/2019,Delhi,Cochin,DEL → JDH → BOM → COK,12:55,19:15 16 May,30h 20m,2,No info,13486,2019,5,15,afternoon,109200
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,23:35,9h 30m,1,In-flight meal not included,8586,2019,5,15,afternoon,34200
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,08:30,19:15,10h 45m,1,No info,8099,2019,5,15,morning,38700
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,10:05 16 May,15h 10m,1,In-flight meal not included,9663,2019,5,15,evening,54600
IndiGo,15/05/2019,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,0,No info,4823,2019,5,15,morning,10200
SpiceJet,15/05/2019,Delhi,Cochin,DEL → MAA → COK,06:05,11:20,5h 15m,1,No info,5583,2019,5,15,morning,18900
Air India,15/05/2019,Banglore,Delhi,BLR → DEL,06:10,08:55,2h 45m,0,No info,6961,2019,5,15,morning,9900
Air India,15/05/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,08:55 16 May,16h 10m,2,No info,14960,2019,5,15,afternoon,58200
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:00,11h 30m,1,No info,9315,2019,5,15,morning,41400
Air India,15/05/2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:15,10h 15m,1,No info,8372,2019,5,15,morning,36900
Air Asia,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:35,23:30,15h 55m,1,No info,5192,2019,5,15,morning,57300
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,03:50,12:35,8h 45m,1,No info,10197,2019,5,15,mid_night,31500
IndiGo,15/05/2019,Mumbai,Hyderabad,BOM → HYD,16:55,18:25,1h 30m,0,No info,3175,2019,5,15,afternoon,5400
IndiGo,15/05/2019,Delhi,Cochin,DEL → BLR → COK,02:00,07:45,5h 45m,1,No info,6037,2019,5,15,mid_night,20700
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,09:00,21:00,12h,1,No info,13727,2019,5,15,morning,43200
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,09:20 16 May,14h 25m,1,In-flight meal not included,9663,2019,5,15,evening,51900
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,10:20,19:00,8h 40m,1,No info,9794,2019,5,15,morning,31200
IndiGo,15/05/2019,Delhi,Cochin,DEL → BOM → COK,15:00,01:30 16 May,10h 30m,1,No info,7191,2019,5,15,afternoon,37800
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,16:20,9h 50m,1,No info,14781,2019,5,15,morning,35400
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,17:30,01:30 16 May,8h,1,No info,13727,2019,5,15,afternoon,28800
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,06:00,12:35,6h 35m,1,No info,9794,2019,5,15,morning,23700
Air India,15/05/2019,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,0,No info,6961,2019,5,15,morning,9900
Air India,15/05/2019,Delhi,Cochin,DEL → COK,14:10,17:10,3h,0,No info,6094,2019,5,15,afternoon,10800
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,19:00,01:30 16 May,6h 30m,1,No info,8073,2019,5,15,evening,23400
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,22:35,8h 30m,1,No info,14781,2019,5,15,afternoon,30600
Vistara,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,18:50 16 May,22h 30m,1,No info,9345,2019,5,15,evening,81000
Jet Airways,15/05/2019,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,0,In-flight meal not included,5198,2019,5,15,morning,10800
Air India,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:50,07:55 16 May,15h 5m,1,No info,8891,2019,5,15,afternoon,54300
Air India,15/05/2019,Kolkata,Banglore,CCU → BLR,14:15,16:45,2h 30m,0,No info,5510,2019,5,15,afternoon,9000
IndiGo,15/05/2019,Delhi,Cochin,DEL → HYD → COK,11:55,22:30,10h 35m,1,No info,6442,2019,5,15,morning,38100
Air India,15/05/2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:15,6h 15m,1,No info,8372,2019,5,15,afternoon,22500
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,16:20 16 May,23h 50m,1,In-flight meal not included,10844,2019,5,15,afternoon,85800
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,04:40 16 May,7h 30m,1,No info,14388,2019,5,15,evening,27000
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,16:00,01:30 16 May,9h 30m,1,No info,13727,2019,5,15,afternoon,34200
IndiGo,15/05/2019,Mumbai,Hyderabad,BOM → HYD,02:35,04:05,1h 30m,0,No info,2754,2019,5,15,mid_night,5400
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,16:20,9h 50m,1,In-flight meal not included,10844,2019,5,15,morning,35400
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,09:00,21:00,12h,1,No info,8073,2019,5,15,morning,43200
Vistara,15/05/2019,Delhi,Cochin,DEL → COK,06:00,09:10,3h 10m,0,No info,6216,2019,5,15,morning,11400
IndiGo,15/05/2019,Delhi,Cochin,DEL → BOM → COK,11:25,21:00,9h 35m,1,No info,6979,2019,5,15,morning,34500
Vistara,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,22:40,15h 30m,1,No info,8452,2019,5,15,morning,55800
Air India,15/05/2019,Delhi,Cochin,DEL → TRV → COK,05:15,06:50 16 May,25h 35m,1,No info,8425,2019,5,15,mid_night,92100
IndiGo,15/05/2019,Delhi,Cochin,DEL → BOM → COK,09:15,01:30 16 May,16h 15m,1,No info,7503,2019,5,15,morning,58500
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,12:50,21:00,8h 10m,1,No info,7670,2019,5,15,afternoon,29400
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,22:35,6h 5m,1,No info,14781,2019,5,15,afternoon,21900
Air India,15/05/2019,Banglore,Delhi,BLR → DEL,21:05,23:55,2h 50m,0,No info,5228,2019,5,15,evening,10200
Air India,15/05/2019,Kolkata,Banglore,CCU → BOM → HBX → BLR,09:25,17:20 16 May,31h 55m,2,No info,13616,2019,5,15,morning,114900
GoAir,15/05/2019,Kolkata,Banglore,CCU → AMD → BLR,16:40,00:15 16 May,7h 35m,1,No info,7831,2019,5,15,afternoon,27300
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → HYD → COK,07:10,22:30,15h 20m,1,No info,6513,2019,5,15,morning,55200
Air India,15/05/2019,Kolkata,Banglore,CCU → MAA → BLR,14:35,14:35 16 May,24h,1,No info,6528,2019,5,15,afternoon,86400
IndiGo,15/05/2019,Delhi,Cochin,DEL → BOM → COK,11:25,01:30 16 May,14h 5m,1,No info,6979,2019,5,15,morning,50700
Jet Airways,15/05/2019,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,0,In-flight meal not included,4030,2019,5,15,morning,10800
Air India,15/05/2019,Delhi,Cochin,DEL → HYD → MAA → COK,13:05,09:25 16 May,20h 20m,2,No info,10975,2019,5,15,afternoon,73200
Air India,15/05/2019,Delhi,Cochin,DEL → COK,05:10,08:00,2h 50m,0,No info,6094,2019,5,15,mid_night,10200
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,08:45,19:15,10h 30m,1,No info,8266,2019,5,15,morning,37800
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,13:00,01:30 16 May,12h 30m,1,No info,13727,2019,5,15,afternoon,45000
Air India,15/05/2019,Delhi,Cochin,DEL → BOM → COK,07:00,19:15,12h 15m,1,No info,8669,2019,5,15,morning,44100
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,19:10,9h 35m,1,No info,13067,2019,5,15,morning,34500
IndiGo,15/05/2019,Banglore,Delhi,BLR → DEL,21:15,00:15 16 May,3h,0,No info,3943,2019,5,15,evening,10800
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,19:10 16 May,22h 45m,1,No info,14151,2019,5,15,evening,81900
IndiGo,15/05/2019,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,0,No info,5224,2019,5,15,afternoon,9000
IndiGo,15/05/2019,Delhi,Cochin,DEL → BLR → COK,05:10,10:05,4h 55m,1,No info,6496,2019,5,15,mid_night,17700
Air Asia,15/05/2019,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,0,No info,4409,2019,5,15,morning,9300
IndiGo,15/05/2019,Chennai,Kolkata,MAA → CCU,19:35,21:55,2h 20m,0,No info,3597,2019,5,15,evening,8400
IndiGo,15/05/2019,Delhi,Cochin,DEL → HYD → COK,08:35,16:10,7h 35m,1,No info,6442,2019,5,15,morning,27300
IndiGo,15/05/2019,Delhi,Cochin,DEL → BOM → COK,06:40,21:00,14h 20m,1,No info,7191,2019,5,15,morning,51600
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,12:00 16 May,19h 30m,1,In-flight meal not included,10844,2019,5,15,afternoon,70200
IndiGo,15/05/2019,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,0,No info,4332,2019,5,15,morning,8700
Air India,15/05/2019,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,19:15 16 May,26h,2,No info,13022,2019,5,15,afternoon,93600
SpiceJet,15/05/2019,Chennai,Kolkata,MAA → CCU,08:20,10:35,2h 15m,0,No info,3597,2019,5,15,morning,8100
Vistara,15/05/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,0,No info,11982,2019,5,15,afternoon,8400
Air India,15/05/2019,Delhi,Cochin,DEL → CCU → BOM → COK,06:50,07:40 16 May,24h 50m,2,No info,14431,2019,5,15,morning,89400
Vistara,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,18:50 16 May,25h 50m,1,No info,9345,2019,5,15,afternoon,93000
IndiGo,15/05/2019,Banglore,Delhi,BLR → DEL,04:00,06:50,2h 50m,0,No info,3943,2019,5,15,mid_night,10200
Vistara,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,10:45 16 May,14h 25m,1,No info,8452,2019,5,15,evening,51900
Air India,15/05/2019,Delhi,Cochin,DEL → MAA → COK,20:40,09:25 16 May,12h 45m,1,No info,7480,2019,5,15,evening,45900
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:00,8h 25m,1,No info,10877,2019,6,15,morning,30300
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,01:30 16 Jun,15h 30m,1,No info,13377,2019,6,15,morning,55800
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,22:50,19:00 16 Jun,20h 10m,1,In-flight meal not included,10262,2019,6,15,evening,72600
Air India,15/06/2019,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,0,No info,6961,2019,6,15,morning,9900
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,11:25,19:15,7h 50m,1,No info,8614,2019,6,15,morning,28200
Air India,15/06/2019,Delhi,Cochin,DEL → HYD → BOM → COK,13:15,19:15 16 Jun,30h,2,No info,12182,2019,6,15,afternoon,108000
IndiGo,15/06/2019,Mumbai,Hyderabad,BOM → HYD,16:55,18:25,1h 30m,0,No info,3175,2019,6,15,afternoon,5400
GoAir,15/06/2019,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,0,No info,3898,2019,6,15,evening,9900
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,19:45,19:00 16 Jun,23h 15m,1,In-flight meal not included,10262,2019,6,15,evening,83700
Air India,15/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:15,10h 15m,1,No info,10454,2019,6,15,morning,36900
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,12:35 16 Jun,27h 35m,1,In-flight meal not included,10262,2019,6,15,morning,99300
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → HYD → COK,07:05,16:10,9h 5m,1,No info,9646,2019,6,15,morning,32700
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BDQ → BOM → COK,18:25,04:25 16 Jun,10h,2,No info,14237,2019,6,15,evening,36000
GoAir,15/06/2019,Delhi,Cochin,DEL → AMD → COK,07:25,13:35,6h 10m,1,No info,5842,2019,6,15,morning,22200
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,11:25,19:00,7h 35m,1,No info,10877,2019,6,15,morning,27300
Jet Airways,15/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,06:45,04:25 16 Jun,21h 40m,2,In-flight meal not included,10919,2019,6,15,morning,78000
Jet Airways,15/06/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,12:15,04:25 16 Jun,16h 10m,2,No info,14300,2019,6,15,afternoon,58200
Jet Airways,15/06/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,12:15,12:35 16 Jun,24h 20m,2,No info,14300,2019,6,15,afternoon,87600
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:15,8h 40m,1,No info,8614,2019,6,15,morning,31200
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7h 30m,1,No info,14714,2019,6,15,morning,27000
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10h,1,In-flight meal not included,10262,2019,6,15,morning,36000
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,18:00,01:30 16 Jun,7h 30m,1,No info,7408,2019,6,15,evening,27000
IndiGo,15/06/2019,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,0,No info,4804,2019,6,15,afternoon,9000
Jet Airways,15/06/2019,Delhi,Cochin,DEL → COK,11:00,14:15,3h 15m,0,No info,9564,2019,6,15,morning,11700
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,02:15,04:25 16 Jun,26h 10m,1,In-flight meal not included,10262,2019,6,15,mid_night,94200
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,10:20,19:15,8h 55m,1,No info,9526,2019,6,15,morning,32100
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → HYD → COK,13:15,22:30,9h 15m,1,No info,8018,2019,6,15,afternoon,33300
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,04:55,12:35,7h 40m,1,No info,10678,2019,6,15,mid_night,27600
IndiGo,15/06/2019,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13h 30m,1,No info,6093,2019,6,15,morning,48600
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,04:25 16 Jun,18h 25m,1,In-flight meal not included,10262,2019,6,15,morning,66300
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:00,6h,1,No info,14714,2019,6,15,afternoon,21600
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,21:00,13h,1,No info,7408,2019,6,15,morning,46800
SpiceJet,15/06/2019,Banglore,Delhi,BLR → DEL,21:10,00:05 16 Jun,2h 55m,0,No info,3971,2019,6,15,evening,10500
Jet Airways,15/06/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,0,No info,8016,2019,6,15,afternoon,10500
IndiGo,15/06/2019,Delhi,Cochin,DEL → BOM → COK,10:35,01:30 16 Jun,14h 55m,1,No info,5883,2019,6,15,morning,53700
Jet Airways,15/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,12:35 16 Jun,22h,2,In-flight meal not included,10919,2019,6,15,afternoon,79200
Jet Airways,15/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,12:35 16 Jun,22h,2,No info,13376,2019,6,15,afternoon,79200
IndiGo,15/06/2019,Kolkata,Banglore,CCU → BLR,17:15,19:50,2h 35m,0,No info,4804,2019,6,15,afternoon,9300
Air India,15/06/2019,Delhi,Cochin,DEL → BHO → BOM → COK,05:55,19:15,13h 20m,2,No info,12646,2019,6,15,mid_night,48000
IndiGo,15/06/2019,Kolkata,Banglore,CCU → BLR,22:15,00:50 16 Jun,2h 35m,0,No info,4804,2019,6,15,evening,9300
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,12:50,01:30 16 Jun,12h 40m,1,No info,6795,2019,6,15,afternoon,45600
Air India,15/06/2019,Delhi,Cochin,DEL → BOM → COK,21:00,07:40 16 Jun,10h 40m,1,No info,8372,2019,6,15,evening,38400
SpiceJet,15/06/2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,0,No check-in baggage included,3841,2019,6,15,morning,9300
Jet Airways,15/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,19:00,9h 20m,2,In-flight meal not included,10368,2019,6,15,morning,33600
IndiGo,15/06/2019,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,0,No info,3858,2019,6,15,morning,8700
IndiGo,15/06/2019,Delhi,Cochin,DEL → HYD → COK,08:35,16:10,7h 35m,1,No info,6442,2019,6,15,morning,27300
Jet Airways,15/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35 16 Jun,26h 55m,2,In-flight meal not included,10368,2019,6,15,morning,96900
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10h,1,No info,14714,2019,6,15,morning,36000
Air India,15/06/2019,Delhi,Cochin,DEL → HYD → MAA → COK,07:05,09:25 16 Jun,26h 20m,2,No info,10975,2019,6,15,morning,94800
Jet Airways,15/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2,In-flight meal not included,10368,2019,6,15,mid_night,48600
IndiGo,15/06/2019,Delhi,Cochin,DEL → HYD → COK,11:55,22:30,10h 35m,1,No info,6442,2019,6,15,morning,38100
IndiGo,15/06/2019,Delhi,Cochin,DEL → BLR → COK,17:05,22:25,5h 20m,1,No info,6147,2019,6,15,afternoon,19200
SpiceJet,15/06/2019,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1h 30m,0,No check-in baggage included,2647,2019,6,15,mid_night,5400
IndiGo,15/06/2019,Banglore,Delhi,BLR → DEL,23:30,02:20 16 Jun,2h 50m,0,No info,4077,2019,6,15,evening,10200
Jet Airways,15/06/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,0,No info,5678,2019,6,15,morning,5400
GoAir,15/06/2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:35,9h,1,No info,4959,2019,6,15,morning,32400
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11h,1,No info,14714,2019,6,15,morning,39600
Air Asia,15/06/2019,Delhi,Cochin,DEL → BLR → COK,07:55,22:25,14h 30m,1,No info,6253,2019,6,15,morning,52200
Jet Airways,15/06/2019,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,0,In-flight meal not included,7229,2019,6,15,morning,9900
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:15,6h 15m,1,No info,16108,2019,6,15,afternoon,22500
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,18:15,01:30 16 Jun,7h 15m,1,No info,13377,2019,6,15,evening,26100
Jet Airways,15/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,12:35 16 Jun,17h 5m,2,In-flight meal not included,10368,2019,6,15,evening,61500
Air India,15/06/2019,Delhi,Cochin,DEL → COK,05:10,08:00,2h 50m,0,No info,5201,2019,6,15,mid_night,10200
Jet Airways,15/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25 16 Jun,18h 45m,2,No info,13014,2019,6,15,morning,67500
Air Asia,15/06/2019,Delhi,Cochin,DEL → BLR → COK,20:45,07:10 16 Jun,10h 25m,1,No info,6253,2019,6,15,evening,37500
Jet Airways,15/06/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,0,No info,8016,2019,6,15,evening,10800
IndiGo,15/06/2019,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,0,No info,4823,2019,6,15,morning,10200
Air India,15/06/2019,Banglore,Delhi,BLR → DEL,21:05,23:55,2h 50m,0,No info,5228,2019,6,15,evening,10200
Air India,15/06/2019,Delhi,Cochin,DEL → HYD → MAA → COK,13:15,09:25 16 Jun,20h 10m,2,No info,8839,2019,6,15,afternoon,72600
Jet Airways,15/06/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,0,In-flight meal not included,7229,2019,6,15,morning,10500
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → IXU → BOM → COK,17:50,01:30 16 Jun,7h 40m,2,No info,18485,2019,6,15,afternoon,27600
Jet Airways,15/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,04:25 16 Jun,13h 50m,2,In-flight meal not included,10919,2019,6,15,afternoon,49800
Jet Airways,15/06/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,0,No info,5678,2019,6,15,evening,5400
Jet Airways,15/06/2019,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,0,No info,8016,2019,6,15,morning,10800
Jet Airways,15/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25 16 Jun,18h 45m,2,In-flight meal not included,10368,2019,6,15,morning,67500
IndiGo,15/06/2019,Delhi,Cochin,DEL → HYD → COK,07:35,22:30,14h 55m,1,No info,6442,2019,6,15,morning,53700
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,07:00,19:00,12h,1,No info,12192,2019,6,15,morning,43200
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9h,1,No info,14714,2019,6,15,morning,32400
Jet Airways,15/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,04:25 16 Jun,13h 50m,2,No info,13376,2019,6,15,afternoon,49800
